episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,policy_reward_mean/av,policy_reward_mean/action_adversary,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/action_adversary/cur_kl_coeff,info/learner/action_adversary/cur_lr,info/learner/action_adversary/total_loss,info/learner/action_adversary/policy_loss,info/learner/action_adversary/vf_loss,info/learner/action_adversary/vf_explained_var,info/learner/action_adversary/kl,info/learner/action_adversary/entropy,info/learner/action_adversary/entropy_coeff,info/learner/av/cur_kl_coeff,info/learner/av/cur_lr,info/learner/av/total_loss,info/learner/av/policy_loss,info/learner/av/vf_loss,info/learner/av/vf_explained_var,info/learner/av/kl,info/learner/av/entropy,info/learner/av/entropy_coeff
0.0,0.0,0.0,467.53846153846155,39,20000,False,20000,39,1,f84da991e2274961b558083afa4d6630,2019-09-05_01-23-04,1567646584,25.396498918533325,25.396498918533325,9661,ip-172-31-18-193,172.31.18.193,25.396498918533325,20000,1,10,9d9d5156,-1834.6571890823031,1834.6571890823031,4.288658643819192,2.4035623415958773,1.0436094108491039,19968,20000,16468.333,201.863,6077.61,2486.049,29.05405405405406,13.775675675675677,0.20000000298023224,4.999999873689376e-05,27338.404296875,-0.009629596956074238,27338.41015625,0.0001148195588029921,0.003962530288845301,31.19613265991211,0.0,0.20000000298023224,4.999999873689376e-05,27357.71875,-0.006339280400425196,27357.724609375,0.00012078499275958166,0.007516101468354464,2.8416030406951904,0.0
0.0,0.0,0.0,468.7283950617284,42,20000,False,40000,81,2,f84da991e2274961b558083afa4d6630,2019-09-05_01-23-24,1567646604,19.651026010513306,45.04752492904663,9661,ip-172-31-18-193,172.31.18.193,45.04752492904663,40000,2,10,9d9d5156,-1301.3455153929463,1301.3455153929463,3.9962721292232812,2.436981252698974,1.0170537427479136,39936,40000,15519.117,118.165,5550.473,1246.7,30.846428571428568,14.049999999999999,0.10000000149011612,4.999999873689376e-05,5787.99658203125,-0.01154396589845419,5788.0078125,5.6476164900232106e-05,0.00612947391346097,31.186416625976562,0.0,0.10000000149011612,4.999999873689376e-05,5793.5869140625,-0.009156563319265842,5793.59521484375,5.878584488527849e-05,0.010346177034080029,2.839622735977173,0.0
0.0,0.0,0.0,470.78,41,20000,False,60000,122,3,f84da991e2274961b558083afa4d6630,2019-09-05_01-23-43,1567646623,18.538773775100708,63.58629870414734,9661,ip-172-31-18-193,172.31.18.193,63.58629870414734,60000,3,10,9d9d5156,-767.3205375741205,767.3205375741205,3.7069358109260997,2.464197684688668,0.9930448953469255,59904,60000,14834.583,86.697,5375.593,833.663,30.403846153846153,14.100000000000001,0.05000000074505806,4.999999873689376e-05,1131.247802734375,-0.013517899438738823,1131.2608642578125,2.7044079615734518e-05,0.009174719452857971,31.166791915893555,0.0,0.10000000149011612,4.999999873689376e-05,1131.0777587890625,-0.009681821800768375,1131.0863037109375,2.903051790781319e-05,0.010365369729697704,2.8340301513671875,0.0
0.0,0.0,0.0,480.8,41,20000,False,80000,163,4,f84da991e2274961b558083afa4d6630,2019-09-05_01-24-01,1567646641,17.917283535003662,81.503582239151,9661,ip-172-31-18-193,172.31.18.193,81.503582239151,80000,4,10,9d9d5156,-268.97364107514926,268.97364107514926,3.3883137255210762,2.473734567565498,0.9676244887681912,79872,80000,14335.833,75.128,5284.838,627.223,29.21923076923077,14.057692307692308,0.02500000037252903,4.999999873689376e-05,325.8463439941406,-0.0117701580747962,325.8578796386719,-4.3422365706646815e-05,0.008838153444230556,31.110214233398438,0.0,0.10000000149011612,4.999999873689376e-05,326.215087890625,-0.007177341263741255,326.2214050292969,-4.441654164111242e-05,0.008390062488615513,2.8145768642425537,0.0
0.0,0.0,0.0,492.23,41,20000,False,100000,204,5,f84da991e2274961b558083afa4d6630,2019-09-05_01-24-18,1567646658,17.917608976364136,99.42119121551514,9661,ip-172-31-18-193,172.31.18.193,99.42119121551514,100000,5,10,9d9d5156,-23.44334908362568,23.44334908362568,3.1742534883576963,2.4707412011410126,0.9542343405270648,99840,100000,14039.741,67.043,5228.567,503.277,29.176923076923075,14.13076923076923,0.012500000186264515,4.999999873689376e-05,257.3800964355469,-0.01208108477294445,257.3920593261719,-0.00012037310807500035,0.01075680460780859,31.065977096557617,0.0,0.05000000074505806,4.999999873689376e-05,257.54388427734375,-0.006953980773687363,257.5503845214844,-0.0001448484545107931,0.008126537315547466,2.784881591796875,0.0
0.0,0.0,0.0,490.37,40,20000,False,120000,244,6,f84da991e2274961b558083afa4d6630,2019-09-05_01-24-36,1567646676,17.422608613967896,116.84379982948303,9661,ip-172-31-18-193,172.31.18.193,116.84379982948303,120000,6,10,9d9d5156,83.77880108067771,-83.77880108067771,3.0296505472066793,2.4718144512098505,0.9472182227136097,119808,120000,13755.895,61.639,5194.892,420.652,30.858333333333334,14.174999999999999,0.012500000186264515,4.999999873689376e-05,204.9186248779297,-0.011961198411881924,204.9304962158203,0.020937491208314896,0.01040164940059185,31.038057327270508,0.0,0.02500000037252903,4.999999873689376e-05,184.65061950683594,-0.008574401028454304,184.65890502929688,0.07949139177799225,0.011818469502031803,2.750521183013916,0.0
0.0,0.0,0.0,489.77,42,20000,False,140000,286,7,f84da991e2274961b558083afa4d6630,2019-09-05_01-24-54,1567646694,18.132623434066772,134.9764232635498,9661,ip-172-31-18-193,172.31.18.193,134.9764232635498,140000,7,10,9d9d5156,126.70801003143228,-126.70801003143228,2.934822688307769,2.4786560614453106,0.943608798686062,139776,140000,13654.974,57.81,5170.379,361.687,29.684615384615388,14.188461538461537,0.012500000186264515,4.999999873689376e-05,204.31727600097656,-0.013199358247220516,204.33033752441406,0.10607431083917618,0.010259315371513367,31.02903938293457,0.0,0.02500000037252903,4.999999873689376e-05,197.8711700439453,-0.008841519244015217,197.8797149658203,0.13948959112167358,0.0123150534927845,2.710369110107422,0.0
0.0,0.0,0.0,490.46,40,20000,False,160000,326,8,f84da991e2274961b558083afa4d6630,2019-09-05_01-25-12,1567646712,17.859928131103516,152.83635139465332,9661,ip-172-31-18-193,172.31.18.193,152.83635139465332,160000,8,10,9d9d5156,144.85300142817044,-144.85300142817044,2.8745070463682496,2.4792412550342884,0.9418299306215999,159744,160000,13545.543,54.903,5151.743,317.476,29.915384615384617,14.069230769230767,0.012500000186264515,4.999999873689376e-05,331.0925598144531,-0.012706982903182507,331.1051330566406,0.2029428780078888,0.011691576801240444,31.034404754638672,0.0,0.02500000037252903,4.999999873689376e-05,329.1754455566406,-0.00879944209009409,329.1838684082031,0.22935345768928528,0.013998832553625107,2.6806416511535645,0.0
0.0,0.0,0.0,496.29,40,20000,False,180000,366,9,f84da991e2274961b558083afa4d6630,2019-09-05_01-25-30,1567646730,17.817492723464966,170.6538441181183,9661,ip-172-31-18-193,172.31.18.193,170.6538441181183,180000,9,10,9d9d5156,182.7258738037873,-182.7258738037873,2.832571956280375,2.477288895315035,0.9420224533873184,179712,180000,13458.273,52.676,5134.879,283.022,30.444000000000003,14.064,0.012500000186264515,4.999999873689376e-05,256.0846252441406,-0.01459584478288889,256.09906005859375,0.3176806569099426,0.01400939654558897,31.086694717407227,0.0,0.02500000037252903,4.999999873689376e-05,255.09046936035156,-0.004648934584110975,255.0949249267578,0.34503915905952454,0.0070883892476558685,2.6567254066467285,0.0
0.0,0.0,0.0,500.0,40,20000,False,200000,406,10,f84da991e2274961b558083afa4d6630,2019-09-05_01-25-47,1567646747,17.578826904296875,188.23267102241516,9661,ip-172-31-18-193,172.31.18.193,188.23267102241516,200000,10,10,9d9d5156,217.98350324213283,-217.98350324213283,2.7901516679610783,2.4716513925908736,0.9415577640611216,199680,200000,13364.363,50.94,5121.387,255.527,29.984,14.199999999999998,0.012500000186264515,4.999999873689376e-05,211.3934326171875,-0.014495928771793842,211.40773010253906,0.37476372718811035,0.01438118051737547,31.106098175048828,0.0,0.012500000186264515,4.999999873689376e-05,210.95742797851562,-0.005420754197984934,210.96273803710938,0.40679267048835754,0.009015030227601528,2.643700122833252,0.0
